Customer ID,Gender,Age,Income (USD/Month),age_group
42553,Male,41,12030,36-45
43893,Male,24,17842,18-25
43210,Female,39,12989,36-45
43472,Female,37,33683,36-45
43872,Male,38,12955,36-45
43478,Male,27,8108,26-35
42112,Male,22,7161,18-25
43214,Male,51,2315,46-65
43710,Male,29,21257,26-35
44662,Female,32,2771,26-35
43625,Female,31,13007,26-35
42722,Female,29,17458,26-35
43618,Male,34,16415,26-35
42084,Male,27,12182,26-35
43946,Female,21,17994,18-25
42536,Male,39,20884,36-45
42448,Female,29,13940,26-35
44572,Female,33,34941,26-35
44384,Female,36,24579,36-45
42219,Female,28,12443,26-35
43659,Female,59,19441,46-65
44561,Male,21,16344,18-25
44485,Female,22,13746,18-25
44988,Male,20,21922,18-25
42041,Female,38,17253,36-45
43833,Male,19,5276,18-25
44290,Female,40,28132,36-45
42007,Male,22,34456,18-25
43350,Female,25,16352,18-25
43763,Female,18,11475,18-25
44020,Male,28,5735,26-35
42131,Male,37,7323,36-45
44342,Female,38,24767,36-45
44965,Female,27,8020,26-35
43837,Female,34,12080,26-35
43686,Male,31,13131,26-35
44317,Female,42,19731,36-45
44514,Male,32,15914,26-35
43848,Female,23,23858,18-25
43701,Male,37,3130,36-45
43679,Female,33,16287,26-35
44389,Male,39,14971,36-45
44212,Male,20,8011,18-25
42678,Male,30,11509,26-35
44916,Male,44,5014,36-45
44663,Male,28,5186,26-35
43605,Female,32,20986,26-35
42497,Female,21,24184,18-25
43641,Male,28,22642,26-35
42108,Female,46,19562,46-65
42893,Male,29,7447,26-35
43756,Female,29,4920,26-35
43963,Male,32,24382,26-35
42427,Male,22,14889,18-25
42414,Male,57,4105,46-65
42863,Male,60,17055,46-65
42082,Female,28,12665,26-35
43085,Female,32,34170,26-35
44292,Male,31,25831,26-35
36544,Female,49,3196,46-65
37389,Male,27,16987,26-35
36224,Male,21,8406,18-25
37867,Female,37,21589,36-45
37840,Female,48,20293,46-65
36706,Female,35,14428,26-35
36603,Female,53,9501,46-65
38720,Female,36,7259,36-45
36256,Female,23,5473,18-25
37506,Male,29,32140,26-35
14107,Female,65,14267,46-65
14169,Female,31,14986,26-35
13365,Male,28,21461,26-35
13881,Female,28,24680,26-35
13389,Male,25,20464,18-25
14759,Male,40,21164,36-45
14598,Male,40,22563,36-45
14095,Male,38,4636,36-45
12340,Female,29,12534,26-35
13372,Male,18,15373,18-25
12033,Male,19,13784,18-25
12642,Male,57,3265,46-65
41267,Female,22,22084,18-25
40277,Male,32,25668,26-35
53847,Female,23,32899,18-25
51076,Male,24,28262,18-25
53316,Female,27,10049,26-35
53615,Female,30,8177,26-35
53093,Male,33,13624,26-35
53686,Male,54,24704,46-65
52670,Female,31,4147,26-35
52237,Male,27,19035,26-35
52772,Male,49,15278,46-65
53113,Male,59,2038,46-65
52969,Female,39,25247,36-45
53456,Male,38,20478,36-45
52782,Male,26,6129,26-35
28114,Male,34,13390,26-35
27292,Male,32,21669,26-35
29240,Female,27,9480,26-35
29195,Male,24,24673,18-25
27518,Female,23,11652,18-25
28208,Male,20,23841,18-25
27739,Male,24,8525,18-25
29114,Female,59,7581,46-65
28695,Female,64,27943,46-65
27812,Male,38,4785,36-45
27635,Male,19,7036,18-25
28842,Female,56,30655,46-65
29446,Male,27,3626,26-35
27655,Female,28,20447,26-35
29879,Male,60,2286,46-65
27096,Male,33,23642,26-35
28625,Male,18,23907,18-25
27505,Female,44,10840,36-45
28855,Female,62,17866,46-65
28873,Female,32,15965,26-35
35698,Male,23,6334,18-25
33367,Female,41,12857,36-45
33822,Male,58,17459,46-65
33764,Female,21,15754,18-25
33331,Male,52,11683,46-65
33945,Female,31,2449,26-35
33303,Female,50,3394,46-65
33010,Male,22,2824,18-25
33387,Female,59,2053,46-65
57789,Female,34,17501,26-35
59424,Female,24,8529,18-25
59538,Female,40,5299,36-45
58739,Male,22,4733,18-25
58617,Male,38,12871,36-45
59355,Female,35,5966,26-35
59532,Male,51,8703,46-65
59426,Male,38,4969,36-45
59823,Female,32,8279,26-35
58626,Female,23,33313,18-25
58231,Male,65,24256,46-65
57275,Male,55,13921,46-65
59917,Male,32,12655,26-35
58895,Male,25,23515,18-25
57279,Male,35,9638,26-35
58600,Female,55,13970,46-65
58527,Female,27,14073,26-35
57173,Female,54,2441,46-65
59686,Male,51,26031,46-65
59175,Female,22,14737,18-25
57496,Female,21,12420,18-25
57708,Female,40,25226,36-45
58983,Female,18,4445,18-25
57520,Male,39,5727,36-45
58443,Male,34,9027,26-35
57256,Female,61,8276,46-65
57999,Male,61,27282,46-65
59725,Male,35,23072,26-35
59969,Female,48,11487,46-65
58461,Female,39,24564,36-45
59647,Female,30,5590,26-35
58634,Male,27,22793,26-35
58539,Male,34,26708,26-35
59201,Male,26,32363,26-35
57398,Female,35,2703,26-35
57761,Male,56,16338,46-65
58874,Female,38,6223,36-45
58444,Male,61,26938,46-65
58620,Female,27,24326,26-35
59689,Female,44,17603,36-45
57172,Male,33,20645,26-35
57612,Female,34,13057,26-35
59148,Female,45,9719,36-45
58198,Male,20,33568,18-25
57126,Male,20,9842,18-25
57413,Female,43,9778,36-45
58313,Female,34,8076,26-35
58518,Female,37,21614,36-45
58327,Female,29,15194,26-35
59918,Male,37,18201,36-45
57045,Female,18,2348,18-25
57054,Female,37,14913,36-45
57885,Male,53,12970,46-65
59680,Male,33,3485,26-35
57826,Female,37,4196,36-45
59375,Male,56,15638,46-65
58981,Male,40,11899,36-45
59600,Male,36,28875,36-45
58043,Male,30,17186,26-35
58190,Female,24,6540,18-25
58556,Male,35,24130,26-35
57267,Female,24,19630,18-25
59659,Male,21,4794,18-25
57512,Female,36,6892,36-45
59898,Female,47,30255,46-65
58572,Female,65,11166,46-65
57750,Male,20,5015,18-25
58004,Male,26,2843,26-35
57452,Male,57,28290,46-65
58251,Female,48,9571,46-65
57794,Male,28,13517,26-35
58722,Male,45,24197,36-45
59820,Male,36,21797,36-45
59066,Male,61,15290,46-65
58988,Male,38,19815,36-45
58317,Male,28,10856,26-35
59927,Female,40,14228,36-45
58343,Male,59,4320,46-65
57884,Male,21,9151,18-25
58244,Female,19,20251,18-25
57310,Female,31,3705,26-35
58072,Female,35,32657,26-35
59318,Male,40,11017,36-45
57011,Male,53,5861,46-65
59123,Male,48,27200,46-65
59369,Female,58,19266,46-65
58494,Female,48,33148,46-65
57529,Male,30,8424,26-35
59031,Male,38,8766,36-45
59484,Male,26,13029,26-35
59903,Female,20,2283,18-25
57923,Male,30,28371,26-35
57531,Male,29,16259,26-35
59403,Male,34,7181,26-35
57677,Female,24,9761,18-25
59024,Female,28,15587,26-35
59279,Male,45,22094,36-45
59436,Female,23,17703,18-25
4699,Female,27,3012,26-35
3622,Female,64,13477,46-65
4531,Male,23,2273,18-25
3160,Male,63,4043,46-65
3244,Male,34,24012,26-35
4407,Male,56,14163,46-65
4894,Male,24,3414,18-25
5878,Female,31,17347,26-35
3865,Female,18,16078,18-25
5369,Female,18,7054,18-25
5868,Female,18,3483,18-25
5933,Male,29,26630,26-35
5210,Male,25,23614,18-25
4456,Male,53,13948,46-65
5450,Male,61,26779,46-65
3286,Female,30,24076,26-35
4534,Male,29,2080,26-35
5051,Female,50,23685,46-65
4770,Male,29,10447,26-35
5906,Male,29,9810,26-35
3961,Male,53,20227,46-65
4721,Male,40,12632,36-45
5411,Male,40,8107,36-45
4239,Female,46,24062,46-65
3356,Male,34,7733,26-35
3554,Female,22,23236,18-25
5116,Female,29,9908,26-35
5219,Male,54,18725,46-65
3347,Female,36,21574,36-45
3326,Female,22,14330,18-25
4985,Male,19,2312,18-25
4843,Male,18,21908,18-25
5345,Male,38,33790,36-45
5894,Female,32,13337,26-35
4157,Female,55,23069,46-65
4781,Female,59,10605,46-65
3464,Female,64,25906,46-65
3716,Female,27,21987,26-35
3459,Female,31,19640,26-35
3278,Male,34,21477,26-35
3533,Female,28,9593,26-35
3783,Female,28,24863,26-35
4476,Female,61,19320,46-65
5242,Female,64,6034,46-65
4904,Male,40,8921,36-45
4858,Male,29,12319,26-35
3453,Male,25,22761,18-25
4082,Female,21,12004,18-25
4400,Female,46,3896,46-65
3475,Male,32,9643,26-35
5866,Male,31,29427,26-35
5973,Female,42,19466,36-45
5343,Male,30,11184,26-35
5886,Male,34,8248,26-35
4377,Male,34,34839,26-35
3928,Male,41,11038,36-45
3455,Female,23,9680,18-25
3209,Male,18,8667,18-25
5194,Male,25,8377,18-25
3677,Female,33,9089,26-35
3048,Female,29,14258,26-35
5986,Female,31,11129,26-35
3319,Male,64,23036,46-65
4201,Male,21,27774,18-25
4261,Female,45,9227,36-45
4586,Male,27,20104,26-35
5676,Female,38,33548,36-45
3521,Male,36,2127,36-45
5333,Male,35,13013,26-35
3360,Male,60,11217,46-65
5938,Female,59,22938,46-65
5358,Female,55,15046,46-65
4478,Male,37,34114,36-45
4491,Male,45,29793,36-45
4660,Female,46,4614,46-65
3096,Female,30,12137,26-35
5313,Female,44,5684,36-45
5698,Male,52,4121,46-65
5386,Male,43,10757,36-45
5140,Male,27,30629,26-35
3500,Male,33,15707,26-35
5093,Male,63,16464,46-65
5163,Female,40,21597,36-45
3068,Female,52,16680,46-65
5715,Female,41,7142,36-45
4575,Male,54,2259,46-65
3831,Female,20,30061,18-25
5857,Female,38,19607,36-45
4762,Male,39,6455,36-45
5931,Male,30,26773,26-35
3053,Male,24,9053,18-25
4946,Female,29,19850,26-35
4523,Female,41,16358,36-45
4405,Male,49,14307,46-65
4797,Female,28,8292,26-35
5415,Female,25,21211,18-25
3171,Male,34,10312,26-35
3713,Female,37,16856,36-45
5099,Male,24,8497,18-25
4187,Female,25,3694,18-25
3229,Male,30,7153,26-35
3248,Female,18,12302,18-25
4430,Male,43,19111,36-45
5240,Female,26,34332,26-35
5545,Male,23,13984,18-25
5531,Female,22,9589,18-25
4786,Female,28,5186,26-35
4348,Male,44,11696,36-45
5222,Male,38,23297,36-45
4941,Female,18,10591,18-25
5546,Female,41,14630,36-45
4909,Male,25,3365,18-25
3944,Female,33,25014,26-35
3134,Male,64,5758,46-65
4987,Female,32,7813,26-35
4503,Male,19,17326,18-25
5202,Male,37,7463,36-45
4741,Male,24,24212,18-25
4651,Female,40,25796,36-45
5692,Male,37,10782,36-45
4111,Female,18,27747,18-25
4322,Female,58,26715,46-65
5154,Male,26,3757,26-35
3140,Male,33,22368,26-35
4933,Female,36,33395,36-45
3833,Female,38,7193,36-45
5645,Male,33,15613,26-35
4037,Female,55,10260,46-65
4200,Male,21,12481,18-25
4134,Male,20,10907,18-25
3559,Female,38,11825,36-45
4623,Male,38,7305,36-45
4403,Female,37,10956,36-45
5200,Male,65,19310,46-65
5610,Male,29,7375,26-35
5123,Female,27,10138,26-35
5388,Male,46,9801,46-65
4515,Female,26,12829,26-35
4592,Male,59,31460,46-65
4932,Female,52,5011,46-65
5001,Male,55,17099,46-65
4625,Male,39,10697,36-45
3116,Male,59,3106,46-65
4500,Male,37,2642,36-45
4713,Female,48,20497,46-65
5511,Male,48,25050,46-65
4446,Male,33,12650,26-35
25927,Female,28,16402,26-35
26338,Female,31,21194,26-35
25578,Female,64,15023,46-65
25694,Female,64,33129,46-65
26267,Male,28,4957,26-35
24392,Female,50,8362,46-65
26714,Male,36,9702,36-45
24917,Female,39,15538,36-45
24249,Female,57,22875,46-65
24790,Female,33,17814,26-35
25898,Female,20,9938,18-25
24077,Male,56,17988,46-65
25496,Male,23,8796,18-25
26030,Male,36,5013,36-45
26137,Female,31,24801,26-35
26183,Female,40,4268,36-45
32331,Male,21,25694,18-25
30260,Female,23,10708,18-25
32873,Male,32,22996,26-35
30380,Male,38,17402,36-45
30909,Male,59,4691,46-65
31140,Female,24,10544,18-25
30926,Male,56,14390,46-65
8907,Male,33,22683,26-35
7588,Female,33,25763,26-35
7327,Female,25,3878,18-25
7287,Male,19,18999,18-25
6772,Male,32,19877,26-35
6341,Female,57,21127,46-65
7727,Female,25,20338,18-25
7272,Male,45,9298,36-45
6410,Male,63,6206,46-65
6012,Male,26,24405,26-35
8776,Male,23,15818,18-25
7606,Female,24,13819,18-25
6728,Male,24,18508,18-25
6481,Female,33,5432,26-35
6031,Male,21,6860,18-25
6981,Female,65,16998,46-65
6122,Female,25,13290,18-25
7635,Male,34,6335,26-35
6510,Male,19,6921,18-25
7905,Male,39,26047,36-45
8324,Male,28,9348,26-35
7627,Male,26,27616,26-35
8477,Male,44,7075,36-45
8330,Male,23,6216,18-25
7455,Female,33,24115,26-35
6721,Male,61,15239,46-65
7867,Male,61,23462,46-65
8063,Female,35,3209,26-35
8923,Male,26,10135,26-35
6917,Male,57,6607,46-65
8306,Female,31,20509,26-35
6121,Female,20,20431,18-25
7322,Male,60,11670,46-65
8872,Male,32,28300,26-35
8993,Female,20,13748,18-25
6603,Male,38,16460,36-45
8418,Male,22,15531,18-25
6872,Female,39,21140,36-45
7932,Male,31,6166,26-35
8416,Female,37,22340,36-45
7553,Female,52,23105,46-65
7912,Female,37,3134,36-45
6200,Female,61,24137,46-65
7005,Male,26,24161,26-35
6924,Female,24,14485,18-25
8460,Female,21,26929,18-25
8663,Female,19,7407,18-25
8089,Female,39,10056,36-45
6352,Female,41,3896,36-45
6286,Female,59,22101,46-65
8902,Male,40,16286,36-45
8047,Male,34,3500,26-35
7383,Male,36,19728,36-45
7853,Female,36,2173,36-45
7764,Male,18,20117,18-25
6753,Female,40,9504,36-45
7200,Male,32,5106,26-35
6742,Female,37,18915,36-45
7822,Male,35,2323,26-35
7106,Female,23,16419,18-25
7557,Male,21,12668,18-25
8264,Male,20,10636,18-25
6802,Female,30,15049,26-35
6263,Female,53,20856,46-65
6838,Female,56,5117,46-65
8722,Female,22,19641,18-25
8134,Female,57,3499,46-65
7411,Female,33,2333,26-35
6526,Female,34,34677,26-35
8273,Male,19,11267,18-25
7992,Female,37,20365,36-45
8278,Male,18,5777,18-25
8467,Male,30,4729,26-35
7242,Female,26,19509,26-35
7741,Female,26,23369,26-35
7255,Female,48,24214,46-65
6678,Male,18,4740,18-25
7798,Female,40,23270,36-45
8414,Female,40,3101,36-45
8654,Male,50,19984,46-65
8818,Male,18,14915,18-25
8429,Female,34,29480,26-35
7704,Male,31,33057,26-35
6599,Male,35,10608,26-35
9992,Male,36,15646,36-45
11406,Female,59,22858,46-65
9099,Female,33,6452,26-35
11396,Male,61,6786,46-65
11854,Female,38,15680,36-45
9492,Male,20,8158,18-25
9526,Male,26,22379,26-35
10925,Male,25,20898,18-25
11463,Male,28,20986,26-35
9240,Female,34,13938,26-35
9284,Female,46,2181,46-65
55279,Female,27,16397,26-35
54055,Male,25,5724,18-25
56137,Female,54,18111,46-65
56810,Female,26,12583,26-35
1547,Female,65,11907,46-65
1225,Male,28,12518,26-35
119,Male,36,14402,36-45
1598,Male,24,11774,18-25
477,Male,31,24465,26-35
1546,Female,27,23558,26-35
1668,Male,37,2568,36-45
887,Male,25,6718,18-25
458,Female,27,4046,26-35
2987,Male,60,17282,46-65
107,Female,36,23170,36-45
432,Female,39,17148,36-45
124,Female,22,30300,18-25
1147,Male,30,5053,26-35
989,Male,31,6462,26-35
2475,Male,58,20155,46-65
2006,Female,25,15945,18-25
555,Male,26,3582,26-35
2833,Male,56,21491,46-65
1751,Female,18,17716,18-25
1655,Female,33,18481,26-35
658,Male,54,22491,46-65
2402,Male,36,4487,36-45
2702,Male,37,26084,36-45
500,Female,32,7661,26-35
362,Male,41,10941,36-45
2920,Female,21,11843,18-25
2521,Male,45,15286,36-45
2563,Male,34,14906,26-35
504,Female,38,10976,36-45
2069,Female,38,16338,36-45
2727,Male,40,7853,36-45
506,Male,54,16652,46-65
2149,Female,48,14614,46-65
2229,Female,40,18489,36-45
521,Male,64,8700,46-65
2463,Male,31,7385,26-35
809,Male,28,19534,26-35
106,Female,32,10550,26-35
2598,Male,45,18319,36-45
1278,Male,32,22616,26-35
792,Female,24,22594,18-25
297,Female,18,24257,18-25
2748,Female,29,23315,26-35
2821,Female,24,23129,18-25
2720,Female,48,21401,46-65
1912,Female,36,10203,36-45
188,Female,45,21139,36-45
2935,Female,23,2140,18-25
2570,Male,21,26378,18-25
2483,Female,22,3838,18-25
2962,Male,31,24006,26-35
435,Female,30,16793,26-35
1166,Male,34,5353,26-35
916,Male,31,2803,26-35
2017,Male,35,15177,26-35
1521,Female,23,14076,18-25
991,Male,56,10562,46-65
1884,Female,24,18764,18-25
974,Female,38,9194,36-45
1549,Female,31,5788,26-35
1802,Male,32,19830,26-35
550,Male,25,21697,18-25
1793,Female,28,7753,26-35
2076,Female,35,14899,26-35
428,Male,26,2378,26-35
2279,Female,25,18350,18-25
1752,Male,35,30006,26-35
2282,Male,37,15040,36-45
599,Female,36,16550,36-45
326,Male,39,15164,36-45
711,Female,53,14242,46-65
1024,Female,44,2856,36-45
2939,Female,26,3589,26-35
2024,Male,35,9285,26-35
2917,Male,29,15960,26-35
2904,Female,21,19115,18-25
2645,Male,56,26933,46-65
1114,Male,43,15151,36-45
1952,Female,38,26361,36-45
1639,Male,39,9600,36-45
1671,Female,30,12775,26-35
2199,Female,60,2854,46-65
1440,Male,22,32536,18-25
2050,Female,38,22493,36-45
846,Male,32,17665,26-35
2979,Female,54,6052,46-65
2719,Male,38,18941,36-45
1261,Female,23,7529,18-25
1516,Female,33,7103,26-35
2,Male,31,12069,26-35
365,Female,31,18134,26-35
274,Female,35,22121,26-35
408,Male,62,19893,46-65
527,Female,44,18793,36-45
934,Male,23,8541,18-25
2180,Male,52,17604,46-65
28,Male,25,6808,18-25
1385,Female,49,26472,46-65
642,Female,24,4711,18-25
2697,Male,36,21969,36-45
2398,Female,20,13482,18-25
2568,Female,18,23715,18-25
2176,Male,43,5711,36-45
751,Male,51,17580,46-65
1290,Male,38,30394,36-45
1379,Female,40,16946,36-45
1917,Male,26,17250,26-35
2813,Male,18,6209,18-25
1479,Female,22,4035,18-25
2390,Male,23,18697,18-25
593,Female,36,26313,36-45
18,Male,42,22586,36-45
710,Female,24,11190,18-25
2114,Female,32,10186,26-35
1315,Female,29,2637,26-35
2291,Male,21,20626,18-25
2485,Male,54,15309,46-65
1854,Female,20,2790,18-25
1186,Female,21,17283,18-25
973,Female,21,16631,18-25
1366,Male,35,16291,26-35
153,Male,32,27611,26-35
2810,Male,29,10798,26-35
1176,Female,22,9211,18-25
871,Female,20,28649,18-25
960,Male,29,18205,26-35
194,Female,49,13735,46-65
2615,Male,25,21856,18-25
1709,Male,26,12192,26-35
1127,Female,35,6726,26-35
810,Male,31,13347,26-35
2875,Female,49,6573,46-65
882,Male,27,6782,26-35
680,Male,53,17035,46-65
145,Female,39,23477,36-45
1365,Female,25,7574,18-25
2973,Male,52,9841,46-65
1137,Male,51,24100,46-65
2667,Female,38,19576,36-45
2707,Female,51,14401,46-65
1309,Female,46,20915,46-65
151,Female,32,24771,26-35
2103,Male,30,2955,26-35
170,Female,62,24477,46-65
1091,Male,28,10932,26-35
864,Female,40,19687,36-45
2393,Male,25,24081,18-25
1469,Male,36,26258,36-45
522,Female,30,14098,26-35
1935,Male,32,13861,26-35
628,Female,24,15585,18-25
2115,Male,59,19754,46-65
446,Male,33,20377,26-35
1013,Female,45,9872,36-45
2371,Male,21,31389,18-25
2461,Female,31,25982,26-35
966,Female,22,12326,18-25
772,Male,40,22008,36-45
1304,Female,56,9866,46-65
2660,Male,40,22399,36-45
803,Male,24,25360,18-25
1155,Female,18,20837,18-25
377,Male,25,22945,18-25
2952,Female,35,12310,26-35
2795,Male,31,5413,26-35
2408,Female,39,23338,36-45
1269,Male,57,20905,46-65
517,Female,40,7913,36-45
1879,Female,19,11782,18-25
1869,Male,64,5276,46-65
2839,Male,30,11619,26-35
2202,Female,32,10265,26-35
770,Male,26,21626,26-35
1903,Female,40,6232,36-45
2504,Male,48,23111,46-65
2704,Male,36,10418,36-45
1915,Female,24,29486,18-25
2037,Male,45,14655,36-45
2539,Female,20,34953,18-25
383,Female,39,5282,36-45
1777,Male,23,12716,18-25
644,Female,49,8403,46-65
1726,Male,23,16810,18-25
1032,Female,48,6987,46-65
2786,Male,34,29577,26-35
472,Male,22,10380,18-25
1231,Male,23,17248,18-25
1931,Female,23,12978,18-25
1149,Female,18,25378,18-25
2193,Female,29,24120,26-35
131,Male,61,21943,46-65
1691,Male,30,24351,26-35
545,Female,22,24389,18-25
2937,Male,63,12526,46-65
1910,Male,29,2079,26-35
724,Female,37,22342,36-45
476,Female,46,32888,46-65
2168,Female,31,20900,26-35
1348,Male,34,14561,26-35
1427,Male,51,34683,46-65
2223,Female,37,8187,36-45
2245,Female,22,8990,18-25
15072,Male,18,18338,18-25
17458,Male,56,23052,46-65
16929,Female,28,22121,26-35
15495,Male,35,6008,26-35
15776,Female,49,20460,46-65
16888,Female,29,11375,26-35
15047,Male,63,18258,46-65
23086,Male,20,7941,18-25
22836,Female,35,20096,26-35
22272,Male,36,21878,36-45
23362,Male,56,4725,46-65
48143,Female,39,10619,36-45
48493,Female,45,12584,36-45
47684,Female,22,19926,18-25
45247,Male,40,34767,36-45
45413,Female,29,7140,26-35
45501,Female,37,7344,36-45
18922,Male,52,9678,46-65
20542,Female,27,26729,26-35
19597,Female,30,23100,26-35
18347,Female,42,34281,36-45
19258,Male,47,24101,46-65
18037,Female,29,17858,26-35
19665,Female,63,18835,46-65
20215,Female,30,23109,26-35
19944,Male,40,34122,36-45
18368,Male,34,8614,26-35
19005,Female,39,18513,36-45
18232,Male,34,11806,26-35
20649,Female,45,32830,36-45
19279,Male,21,9544,18-25
19464,Female,41,32895,36-45
19463,Male,55,15532,46-65
20629,Male,36,3696,36-45
20217,Female,20,34885,18-25
20898,Female,29,13309,26-35
19381,Male,65,7548,46-65
20259,Female,33,4794,26-35
20679,Male,61,15992,46-65
20001,Female,36,7241,36-45
19172,Female,59,8618,46-65
20957,Female,29,20427,26-35
19771,Female,36,12009,36-45
43030,Female,27,11508,26-35
43429,Male,37,24134,36-45
42223,Male,23,2044,18-25
44227,Female,63,18213,46-65
42349,Male,20,5438,18-25
44270,Female,22,8748,18-25
43510,Female,29,14733,26-35
44735,Female,46,8429,46-65
44832,Male,18,14609,18-25
43533,Male,36,24736,36-45
42861,Male,61,4352,46-65
44291,Female,18,21294,18-25
44321,Female,34,12705,26-35
44370,Male,23,17985,18-25
44672,Male,43,21295,36-45
42126,Female,23,12460,18-25
42235,Female,31,20806,26-35
43088,Male,38,18788,36-45
42426,Female,58,19909,46-65
44761,Male,37,33639,36-45
43365,Male,34,19015,26-35
42285,Male,24,10571,18-25
43666,Female,18,4902,18-25
42095,Female,19,7711,18-25
43638,Male,48,9779,46-65
43864,Male,30,4949,26-35
43355,Male,46,18723,46-65
44180,Male,18,16109,18-25
44078,Female,31,9827,26-35
44148,Male,30,34576,26-35
42565,Male,24,12488,18-25
44613,Female,30,6402,26-35
44141,Female,20,25743,18-25
44237,Female,59,12681,46-65
43281,Female,18,21025,18-25
43747,Male,24,4742,18-25
42003,Male,33,18661,26-35
43236,Female,31,14195,26-35
42072,Female,30,22833,26-35
44063,Male,40,24240,36-45
43064,Male,56,32920,46-65
42284,Male,34,18868,26-35
42989,Female,56,21341,46-65
44900,Male,59,20329,46-65
44523,Female,31,24867,26-35
44450,Male,35,15677,26-35
43388,Male,38,16311,36-45
43215,Male,35,19977,26-35
43218,Male,34,18767,26-35
43928,Male,20,18215,18-25
44770,Female,37,14519,36-45
44527,Female,65,18670,46-65
44214,Male,26,10843,26-35
43611,Male,22,3166,18-25
42926,Female,52,24305,46-65
44782,Male,23,6631,18-25
42894,Male,61,13859,46-65
44913,Male,18,23430,18-25
43156,Male,37,24028,36-45
42626,Female,32,21975,26-35
44810,Male,29,2076,26-35
44179,Female,63,19970,46-65
44302,Male,42,4353,36-45
43596,Female,34,14780,26-35
42228,Female,54,32395,46-65
42864,Female,28,19842,26-35
44597,Female,44,6626,36-45
43827,Male,38,14793,36-45
42428,Male,31,2397,26-35
42814,Female,24,9046,18-25
44987,Female,30,18258,26-35
42550,Male,26,29109,26-35
44836,Male,37,6011,36-45
42990,Male,30,4498,26-35
44372,Male,25,19137,18-25
43034,Female,26,11810,26-35
43241,Female,58,22657,46-65
44208,Female,18,13659,18-25
44635,Female,30,8061,26-35
44717,Male,65,7517,46-65
43246,Male,52,7132,46-65
44085,Male,30,17674,26-35
44448,Female,40,20125,36-45
44989,Female,46,10839,46-65
43917,Male,40,24645,36-45
43698,Female,25,4689,18-25
44968,Female,30,5721,26-35
44930,Female,62,7640,46-65
44681,Female,45,14484,36-45
44950,Female,36,7483,36-45
42103,Male,40,11100,36-45
44489,Male,36,10808,36-45
42617,Male,18,34577,18-25
42690,Male,44,2802,36-45
44679,Female,54,10836,46-65
43724,Female,18,16479,18-25
44813,Male,19,16652,18-25
44867,Male,19,30803,18-25
43052,Male,20,8425,18-25
42943,Female,26,7642,26-35
43702,Male,40,21478,36-45
42441,Female,21,19519,18-25
44083,Male,28,5351,26-35
44692,Male,27,11384,26-35
44268,Female,41,5945,36-45
36479,Female,53,2547,46-65
36857,Female,23,9205,18-25
36165,Female,36,9285,36-45
38404,Male,21,23826,18-25
38839,Female,22,16746,18-25
36204,Male,23,16457,18-25
36554,Female,34,14398,26-35
38417,Male,25,16365,18-25
37379,Male,27,14287,26-35
38836,Female,60,8638,46-65
36243,Female,58,7927,46-65
38871,Male,24,22928,18-25
38173,Female,40,9404,36-45
38706,Female,20,7800,18-25
36867,Female,23,18698,18-25
36320,Female,20,18424,18-25
38394,Male,21,16319,18-25
38038,Female,26,5198,26-35
36344,Male,62,4678,46-65
37003,Male,33,2595,26-35
37667,Male,38,19373,36-45
38929,Male,38,15158,36-45
36332,Male,41,16537,36-45
38599,Female,21,30545,18-25
38440,Male,32,20844,26-35
12774,Female,29,18610,26-35
13748,Female,19,12214,18-25
14049,Male,24,11496,18-25
13576,Female,38,9588,36-45
12471,Female,21,8700,18-25
13136,Male,36,23480,36-45
14621,Female,26,23742,26-35
14583,Female,20,9960,18-25
14637,Male,23,24372,18-25
14564,Male,46,14933,46-65
13480,Female,52,21984,46-65
12090,Male,37,3426,36-45
14356,Male,26,9296,26-35
13801,Male,34,10707,26-35
12496,Male,25,2956,18-25
13328,Female,32,19522,26-35
39338,Female,52,27879,46-65
41592,Male,26,12285,26-35
41911,Male,22,8597,18-25
41072,Female,37,10727,36-45
52797,Female,30,18305,26-35
53716,Female,32,12334,26-35
53139,Male,56,3469,46-65
53766,Male,23,5734,18-25
51761,Male,25,17751,18-25
52691,Male,23,15587,18-25
51876,Male,58,10687,46-65
53875,Male,32,10886,26-35
53353,Male,27,9228,26-35
52293,Female,61,24077,46-65
51664,Female,31,21791,26-35
53196,Female,19,24074,18-25
52009,Female,55,23445,46-65
51590,Male,38,9714,36-45
53519,Male,58,24377,46-65
53256,Female,32,9166,26-35
51585,Male,36,13607,36-45
52520,Female,34,10110,26-35
53299,Female,25,11777,18-25
52627,Female,64,19913,46-65
51155,Female,29,7683,26-35
52721,Male,33,8450,26-35
51175,Female,56,10020,46-65
53508,Female,22,19918,18-25
52077,Male,44,17651,36-45
51423,Male,60,12639,46-65
53917,Male,34,19726,26-35
51662,Male,42,7006,36-45
53225,Male,49,7412,46-65
53842,Female,46,9599,46-65
52918,Female,37,7539,36-45
53409,Female,30,22253,26-35
52026,Male,50,2011,46-65
53305,Male,21,23506,18-25
52774,Male,55,24553,46-65
52934,Male,19,7107,18-25
53932,Male,39,18756,36-45
53074,Female,19,20835,18-25
53180,Female,20,3962,18-25
53397,Female,45,23527,36-45
51128,Male,36,4804,36-45
52829,Male,29,11727,26-35
53097,Male,58,29828,46-65
52568,Male,27,31296,26-35
51935,Female,44,10220,36-45
52298,Female,23,10686,18-25
51864,Male,36,17252,36-45
52968,Male,35,31425,26-35
